Title,Company,Location,Experience,PostDay,Desc
Senior Associate - Python Scripting - Technology,Morgan Stanley,Mumbai,3-6 Yrs,25 Days Ago,Candidates with no Python background must be strong in another data manipulation or cod...
OFSAA - AFCS - Senior Associate,PwC Service Delivery Center,Mumbai,5-9 Yrs,27 Days Ago,. Postgraduate or graduate level degree .  . Should be well versed with various OFSAA f...
Senior Associate - MSET QR Strats Analytics,Morgan Stanley,Mumbai,2-4 Yrs,28 Days Ago,"The team spans the disciplines of finance, econometrics, statistics, mathematics, machi..."
Lead Software Engineer(Pyspark),Epsilon Asia Group Of Companies,Bengaluru,8-10 Yrs,6 Days Ago,As a Senior or Lead/Principal Engineer in the Epsilon Prospect Product Development tea...
Lead Software Engineer,Epsilon Asia Group Of Companies,Bengaluru,8-10 Yrs,6 Days Ago,As a Senior or Lead/Principal Engineer in the Epsilon Prospect Product Development tea...
Chief Engineer - Artificial Intelligence/Machine Learning,Leading Client,"Mumbai, Delhi / NCR, Bengaluru",6-11 Yrs,17 Days Ago,Preferred Skills : Exposure to Signal processing concepts and sensor data handling. Loc...
Software Scientist,Valens Datalabs,Ahmedabad,2-3 Yrs,30+ Days Ago,"1 to 3 years of solid programming experience in Java, Scala or PythonSound knowledge of..."
Senior Associate,PwC Service Delivery Center,Kolkata,4-7 Yrs,30+ Days Ago,"Experience in testing data validation scenarios and Data ingestion, pipelines, a..."
Senior Associate,PwC Service Delivery Center,Mumbai,1-4 Yrs,30+ Days Ago,Minimum 3 years of professional experience with working knowledge in a Data and Analyti...
"Chief Engineer - AI, Sensor, Machine Learning, Python, C++",Leading Client,Bengaluru,8-13 Yrs,17 Days Ago,"Good mathematical back ground and understanding of various concepts: Probability, Stati..."
Senior Associate,PwC Service Delivery Center,Mumbai,4-7 Yrs,18 Days Ago,"Experience writing advanced python code statements, models, and macros. Experience and ..."
Analyst / Associate,Arisunitern Re Solutions,Bengaluru,1-4 Yrs,30+ Days Ago,The role presents an opportunity to join a promising start up in Real Estate industry a...
Senior Software Engineer I (Java Backend),Precisely,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-4 Yrs,13 Days Ago,"Bachelor s or master s degree in Computer Science, Engineering, or related disciplineEx..."
Senior Machine Learning Engineer,Insentapp,"Chennai, Bengaluru",8-12 Yrs,9 Days Ago,Performance Monitoring: Monitor deployed models for performance and make necessary impr...
Senior Software Engineer II (AI Developer),Precisely,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,13 Days Ago,Responsibilities and Duties:     Work with architects and fellow team members t...
Process Engineering Analyst,Norstella,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,13 Days Ago,"Bachelors degree in Engineering, Science, or a related fieldProven experience in analyz..."
Senior Machine Learning Engineer,Paypal,Hyderabad,3-8 Yrs,30+ Days Ago,. What do you need to bring- . You have a Bachelor / master s degree in computer scienc...
"Senior Software Engineer (Machine Learning Platform, FastAPI)",Uplers,Remote,5-8 Yrs,14 Days Ago,"Shift : 11:00AM to 7:00PM ISTGood to have skills : Collaboration, Snowflake, Terraform,..."
Senior QA Engineer,First American,Bengaluru,7-8 Yrs,9 Days Ago,"Requirements: . Bachelors degree in computer science, engineering, or a related fieldMi..."
Senior .NET Fullstack Engineer,Sciforma,Hybrid - Bengaluru(Whitefield),5-9 Yrs,10 Days Ago,"We are an equal opportunity employer and makes hiring decisions based on experience, sk..."
Analytics and Modeling Associate Manager,Accenture,Bengaluru,5-10 Yrs,10 Days Ago,Job DescriptionTitle:Sales Ex COE - Client Success Data Science Associate ManagerRole (...
Senior Platform Engineer - Azure,Quantiphi Analytics Solutions,"Mumbai, Bengaluru, Thiruvananthapuram",3-6 Yrs,11 Days Ago,Cloud Migration: Implement migration of workloads and applications from various c...
Sr. DevOps Engineer,Stellantis,Hybrid - Bengaluru,7-12 Yrs,5 Days Ago,Qualifications. Bachelors degree in Computer Engineering or equivalent AWS certified (S...
Senior Product Software Engineer,Wolters Kluwer - Medknow Publications,"Kalyani, Pune",7-12 Yrs,30+ Days Ago,"Minimum of a bachelors degree in Computer Science, Engineering, Mathematics or equivale..."
Senior Cloud Operations Engineer,DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,Hyderabad,4-6 Yrs,30+ Days Ago,"Experience with structured Enterprise Architecture practices, hybrid cloud deployments,..."
Senior Engineering Manager - Neto,Maropost,Bengaluru,6-9 Yrs,10 Days Ago,"Bachelor s or above in computer science, Information Systems or Engineering from top ra..."
"Sr. Staff Engineer(Java, Python, AWS) with NextGen Healthcare, Remote",Nextgen Healthcare,Remote,10-15 Yrs,12 Days Ago,"Good experience in Java, Python, Microservices, Rest API, MS SQL, PostgreSQL, Redshift ..."
Sr Software Engineer (Analytics Applications),Illuminz,Bengaluru,5-9 Yrs,11 Days Ago,We are seeking a Sr Software Engineer to join our talented team in Bangalore. This pos...
Sr Software Engineer (Analytics Applications),Illumina,Bengaluru,5-7 Yrs,12 Days Ago,"Modify, adapt, and transfer systems across departments and manufacturing sites . All li..."
Senior Software Engineer,Media Iq Digital,Bengaluru,4-7 Yrs,13 Days Ago,"Experience with NoSQL databases, such as HBase, Cassandra, MongoDB and good understandi..."
Senior ML Engineer,Firstsource Laboratory Solutions,Chennai,3-5 Yrs,17 Days Ago,"Qualifications: . Bachelors or Masters degree in Computer Science, Machine Learning, Ar..."
Senior ML Engineer,Firstsource Laboratory Solutions,Mumbai,3-5 Yrs,18 Days Ago,"Qualifications : . Bachelors or Masters degree in Computer Science, Machine Learning, A..."
Senior ML Engineer,Local Fox,Bengaluru,4-9 Yrs,24 Days Ago,"Fine-tuning pre-trained large language models such as BERT, GPT, Llama, and utilizing f..."
Sr Principal Software Engineer,UKG,Noida,12-16 Yrs,26 Days Ago,Qualifications. 12+ years of Software Development experience Experience designing and d...
Sr. ML Engineer,Xenonstack,Mohali,3-5 Yrs,6 Days Ago,Access to certification courses & Skill Sessions to develop continually and refine your...
Lead Analyst,Cimpress,Remote,6-10 Yrs,24 Days Ago,"Perks include flexible schedules, work from home capabilities, and very generous time o..."
Staff Software Engineer - Backend,Coursera,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",8-11 Yrs,30+ Days Ago,You must be comfortable working in a fast-moving team environment (we deploy many times...
Lead Analyst,Cimpress,Bengaluru,3-7 Yrs,30+ Days Ago,. Vista is a leader in custom designs and professional marketing for small businesses a...
AI / ML Engineer,Accenture,Bengaluru,2-7 Yrs,23 Days Ago,Project Role :AI / ML EngineerProject Role Description :Develops applications and syste...
AI / ML Engineer,Accenture,Bengaluru,7-9 Yrs,24 Days Ago,Project Role :AI / ML EngineerProject Role Description :Develops applications and syste...
AI / ML Engineer,Accenture,Bengaluru,2-4 Yrs,24 Days Ago,Minimum 2 year(s) of experience is required. Educational Qualification : 15 years full ...
Lead Analyst,Cimpress,Remote,6-10 Yrs,24 Days Ago,"Perks include flexible schedules, work from home capabilities, and very generous time o..."
AI / ML Engineer,Accenture,Bengaluru,2-4 Yrs,24 Days Ago,Project Role :AI / ML EngineerProject Role Description :Develops applications and syste...
Systems and Infrastructure Engineer III - SRE,Walmart,Bengaluru,2-6 Yrs,25 Days Ago,Preferred Qualifications  . 3-6 years of experience in Software Site Reliability role ....
"Senior Technical Lead, AI & ML",Avalara,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,30+ Days Ago,". Proficiency in developing and debugging software with a preference for Python, though..."
Python Full Stack Engineer - Professional,Hexaware Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,30+ Days Ago,High degree of proficiency in custom search and analytics application development using...
Quality Engineer,AMERICAN EXPRESS,"Hybrid - Gurugram, Bengaluru",4-8 Yrs,22 Days Ago,"Bachelors degree in Computer Science, Information Technology, or a related fieldCertifi..."
AI / ML Engineer,Accenture,Bengaluru,3-5 Yrs,24 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
Lead Analyst,Cimpress,Remote,6-9 Yrs,24 Days Ago,"Perks include flexible schedules, work from home capabilities, and very generous time o..."
Senior Front-End Lead Developer - Enterprise Dashboard Specialist,Pradeepit Consulting Services,Bengaluru,5-9 Yrs,30+ Days Ago,"Participate in agile development processes, providing insights and recommendations for ..."
AI / ML Engineer,Accenture,Bengaluru,3-5 Yrs,24 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
AI / ML Engineer,Accenture,Bengaluru,7-11 Yrs,24 Days Ago,Project Role :AI / ML EngineerProject Role Description :Develops applications and syste...
AI / ML Engineer,Accenture,Bengaluru,3-5 Yrs,25 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
AI / ML Engineer,Accenture,Bengaluru,3-5 Yrs,25 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
DevOps Engineer,Vimerse Infotech,Bengaluru,4-7 Yrs,30+ Days Ago,"Qualifications: . Bachelors or Masters degree in Computer Science, Information Systems,..."
Cloud AI Platform Staff Engineer,"Qualcomm Technologies, Inc",Bengaluru,4-9 Yrs,28 Days Ago,"Bachelors degree in Engineering, Information Systems, Computer Science, or related fiel..."
Software Engineer - Manager - P&T Labs,PwC Service Delivery Center,"Mumbai, Hyderabad, Bengaluru",3-6 Yrs,30+ Days Ago,A career in Products and Technology is an opportunity to bring PwCs strategy to life ...
AI / ML Engineer,Accenture,Bengaluru,5-10 Yrs,30+ Days Ago,"Could also include but not limited to deep learning, neural networks, chatbots, image p..."
Site Reliability Engineer (SRE) - Automotive IT,"Qualcomm Technologies, Inc",Bengaluru,2-7 Yrs,30+ Days Ago,You have experience applying logical approach to decision makingYou routinely dedicate ...
Staff Engineer Design,Infineon,Bengaluru,4-9 Yrs,30+ Days Ago,"Experience in building RAG pipelines using AI Agents, Different LLM etc Experience with..."
Advanced AI Engr,Honeywell,Bengaluru,4-6 Yrs,30+ Days Ago,". Bachelors in Computer Science, Data Science or Engineering fields . 4-6 years of IT e..."
"Staff, Software Engineer",Walmart,Bengaluru,10-12 Yrs,30+ Days Ago,Hands on experience in building products on Azure / GCP . would be . a . n . preferred ...
Lead Product Analyst,Cimpress,"Mumbai, Bengaluru",6-9 Yrs,30+ Days Ago,Collaborate with product development teams to identify areas of opportunity a...
Software Engineer - Backend,Coursera,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-7 Yrs,30+ Days Ago,Prior experience in developing new features and debugging complex issues with minimal s...
Software Engineer II,Blue Yonder,"Hyderabad, Bengaluru",4-5 Yrs,12 Days Ago,"Bachelor s degree in computer science is required, Masters is preferred . 4+ years of s..."
Machine Learning Engineer(MLOPS),Tiger Analytics,"Hybrid - Chennai, Bengaluru",4-6 Yrs,13 Days Ago,Role & responsibilities  We are looking for a Senior Analyst or Machine Learning Engine...
Visualization Engineer,PwC Service Delivery Center,Bengaluru,2-5 Yrs,30+ Days Ago,Pricewaterhouse Coopers Private Limited is looking for Visualization Engineer to join o...
Senior Lead Generation Specialist / Senior BDE,Inoptra Digital,Bengaluru,5-9 Yrs,20 Days Ago,"Bachelor in Engineering / Technology . Domain (End-Clients): Healthcare, Technology, E-..."
Software Development Engineer,Accenture,Bengaluru,5-8 Yrs,20 Days Ago,Must have skills : PySpark. Good to have skills : NAMinimum 5 year(s) of experience is ...
Full Stack Engineer,Accenture,Mumbai,7-11 Yrs,23 Days Ago,Project Role :Full Stack EngineerProject Role Description :Responsible for developing a...
Software Development Engineer,Accenture,Bengaluru,7-11 Yrs,23 Days Ago,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c..."
Software Development Engineer,Accenture,Bengaluru,5-10 Yrs,24 Days Ago,Must have skills : PySpark. Good to have skills : NAMinimum 5 year(s) of experience is ...
Software Development Engineer,Accenture,Bengaluru,3-5 Yrs,25 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
"Manager, Software Engineering",Becton Dickinson,Bengaluru,9-14 Yrs,26 Days Ago,We are seeking a Software Engineering Manager to build up and lead a Data Engineering a...
Software Development Engineer,Accenture,Bengaluru,5-10 Yrs,28 Days Ago,"Perform maintenance, enhancements and / or development work. Must have skills : PySpark..."
Ruby On Rails Software Engineer(Production Logic),Trigent Software,Hybrid - Bengaluru,4-9 Yrs,27 Days Ago,"Experience with version control & build management tools such as Github, JenkinsProfici..."
Software Development Engineer,Accenture,"Hyderabad, Bengaluru",7-11 Yrs,30 Days Ago,"firewall, proxy, key management, IAM, certificate management) Demonstrated leadership s..."
Staff Site Reliability Engineer (SRE) - Automotive IT,"Qualcomm Technologies, Inc",Bengaluru,2-7 Yrs,30+ Days Ago,You have experience applying logical approach to decision makingYou routinely dedicate ...
Software Development Engineer,Accenture,Bengaluru,7-11 Yrs,30+ Days Ago,"Perform maintenance, enhancements and / or development work. Must have skills : PySpark..."
Software Engineer III,Walmart,Bengaluru,3-7 Yrs,30+ Days Ago,Through this role you have an opportunity to develop intuitive software that meets an...
Advanced AI Engr,Honeywell,Bengaluru,4-6 Yrs,30+ Days Ago,Spearhead the development and implementation of advanced Generative AI large langua...
Software Engineering PMTS/Architect-AI CLOUD,Salesforce,Bengaluru,14-17 Yrs,30+ Days Ago,"14+ years of hands-on experience building, scaling and maintaining large scale, complex..."
Backend Engineer,Festa Business Process Services,Ernakulam,0-2 Yrs,5 Days Ago,FESTA BUSINESS PROCESS SERVICES is looking for Backend Engineer to join our dynamic t...
Engineer I,AMERICAN EXPRESS,Bengaluru,3-5 Yrs,30+ Days Ago,"Bachelor s degree in Computer Science, Computer Engineering, Statistics or related fiel..."
Senior Snowflake Consultant,Leading Client,Bengaluru,6-8 Yrs,10 Days Ago,"Preferred candidate will be a key member of our data engineering and analytics team, yo..."
Director/Senior Director - Full Stack Development,Leading Client,Bengaluru,15-20 Yrs,17 Days Ago,The candidate should thrive in a fast-paced and dynamic environment and effectively han...
